OrderID,Region,Category,Product,OrderDate,Revenue,Cost,Profit,Quantity
ORD00031,North,Electronics,Watch,2025-03-18,4309.28,3108.296324314232,1200.9836756857676,2
ORD00032,South,Electronics,Headphones,2025-05-16,2231.77,1398.6840900607544,833.0859099392455,2
ORD00033,South,Accessories,T-Shirt,2025-07-26,2380.97,1246.6169921464177,1134.353007853582,4
ORD00034,East,Furniture,Shoes,2025-01-18,2845.22,2083.4203343191034,761.7996656808964,2
ORD00035,East,Furniture,Desk,2025-02-20,4639.47,3535.921031927899,1103.5489680721012,2
ORD00036,South,Electronics,Shoes,2025-01-19,2520.74,1545.0330953146934,975.7069046853064,2
ORD00037,North,Furniture,Shoes,2025-03-04,1658.94,1203.965116267855,454.97488373214514,1
ORD00038,North,Clothing,Watch,2025-02-15,4429.04,2511.953854787701,1917.086145212299,2
ORD00039,North,Furniture,Desk,2025-10-11,2072.37,1721.0660880578318,351.30391194216804,4
ORD00040,East,Clothing,Shoes,2025-07-26,524.09,447.9805281255367,76.10947187446334,1
ORD00041,South,Electronics,T-Shirt,2025-12-10,919.97,569.2262030475844,350.74379695241566,1
ORD00042,South,Accessories,Headphones,2025-03-02,3060.52,2090.227426664386,970.2925733356142,5
ORD00043,South,Accessories,Chair,2025-07-27,718.61,563.0158141356447,155.59418586435527,5
ORD00044,West,Clothing,Laptop,2025-09-17,1246.72,1012.8342997053228,233.88570029467724,3
ORD00045,South,Electronics,Watch,2025-10-21,4966.76,3288.3630153676813,1678.396984632319,2
ORD00046,North,Accessories,Chair,2025-07-06,2696.79,1890.3091766139423,806.4808233860576,1
ORD00047,South,Electronics,T-Shirt,2025-10-09,2471.96,1992.4947774351026,479.46522256489743,4
ORD00048,West,Clothing,T-Shirt,2025-08-14,3122.02,2578.593334922913,543.4266650770869,2
ORD00049,North,Accessories,Headphones,2025-06-18,754.79,424.8064480226863,329.98355197731365,1
ORD00050,North,Electronics,Headphones,2025-03-31,856.17,722.3982579701876,133.77174202981234,4
ORD00051,West,Electronics,Watch,2025-12-06,4594.42,2533.6042985844188,2060.8157014155813,1
ORD00052,East,Clothing,Desk,2025-09-05,2297.2,1538.4870885101018,758.712911489898,5
ORD00053,North,Accessories,Laptop,2025-04-28,2724.49,1902.5009832788312,821.9890167211686,2
ORD00054,East,Clothing,T-Shirt,2025-05-08,533.42,384.40223675741385,149.0177632425861,3
ORD00055,North,Furniture,Phone,2025-01-05,1427.43,1123.5344708498835,303.89552915011654,3
ORD00056,North,Electronics,Watch,2025-04-17,3507.73,1795.0032686344675,1712.7267313655325,4
ORD00057,East,Electronics,Chair,2025-02-28,644.89,514.5656386777493,130.32436132225064,2
ORD00058,South,Electronics,Phone,2025-06-23,1047.89,751.3941041098071,296.49589589019297,3
ORD00059,West,Furniture,Phone,2025-10-19,4982.39,4024.570039305576,957.8199606944245,4
ORD00060,West,Accessories,Headphones,2025-12-01,3475.26,1805.8801176672441,1669.379882332756,2
ORD00061,West,Clothing,Watch,2025-03-23,1873.53,1194.646606144584,678.883393855416,3
ORD00062,South,Electronics,Phone,2025-03-23,3213.28,2448.7933673156926,764.4866326843076,1
ORD00063,North,Clothing,Headphones,2025-06-08,2910.32,1582.2321168914048,1328.0878831085954,5
ORD00064,South,Accessories,Headphones,2025-02-08,1275.54,986.7522318343898,288.78776816561015,2
ORD00065,South,Furniture,Chair,2025-05-09,2586.44,1812.8009673329077,773.6390326670924,5
ORD00066,North,Clothing,Chair,2025-12-28,2507.97,1295.0496345953218,1212.920365404678,3
ORD00067,North,Clothing,Watch,2025-01-07,2342.26,1520.1449075472296,822.1150924527706,2
ORD00068,North,Furniture,Headphones,2025-12-01,4156.57,2956.49429740056,1200.0757025994399,4
ORD00069,West,Furniture,Shoes,2025-05-09,1027.43,836.1656110748303,191.26438892516978,2
ORD00070,North,Accessories,Watch,2025-02-22,1318.15,933.7831941772531,384.366805822747,1
ORD00071,West,Electronics,Shoes,2025-01-15,1910.94,1031.6547513857704,879.2852486142297,1
ORD00072,East,Electronics,Chair,2025-10-16,1873.01,1608.7694492687522,264.2405507312478,4
ORD00073,East,Clothing,T-Shirt,2025-09-05,3706.22,2866.561738139643,839.658261860357,4
ORD00074,South,Electronics,Laptop,2025-12-07,2211.42,1604.4794536956358,606.9405463043643,1
ORD00075,South,Clothing,Laptop,2025-08-05,1951.55,1743.8485347118462,207.7014652881537,3
ORD00076,North,Accessories,Watch,2025-05-16,1852.75,1396.5601647402746,456.18983525972544,5
ORD00077,South,Clothing,Watch,2025-03-31,4920.94,2791.3870097774884,2129.552990222511,1
ORD00078,South,Accessories,Phone,2025-09-14,3188.45,1968.105795437732,1220.3442045622678,5
ORD00079,South,Clothing,T-Shirt,2025-01-29,4271.37,3249.0475944463274,1022.3224055536725,1
ORD00080,East,Clothing,Desk,2025-04-06,2646.5,2253.646708962207,392.85329103779304,2
ORD00081,West,Accessories,Desk,2025-06-25,1694.11,1363.716721722027,330.39327827797297,1
ORD00082,South,Furniture,Desk,2025-12-19,2088.47,1858.096702378369,230.37329762163085,4
ORD00083,South,Accessories,Chair,2025-12-24,2101.81,1832.5796173239335,269.2303826760665,3
ORD00084,East,Accessories,Laptop,2025-08-20,4730.13,3940.607346502097,789.5226534979033,2
ORD00085,West,Accessories,Laptop,2025-06-29,1057.65,781.1747472124554,276.4752527875447,2
ORD00086,North,Electronics,T-Shirt,2025-01-09,534.82,285.55586016930397,249.26413983069608,3
ORD00087,West,Accessories,Chair,2025-08-22,4438.06,2864.4594055232433,1573.6005944767571,2
ORD00088,South,Furniture,Shoes,2025-03-13,3327.27,2951.303569636723,375.96643036327714,5
ORD00089,North,Furniture,Chair,2025-10-10,1608.78,854.2739913378313,754.5060086621687,5
ORD00090,West,Accessories,T-Shirt,2025-07-27,655.45,456.57995987854235,198.8700401214577,1
ORD00091,North,Accessories,Watch,2025-09-16,3002.16,2102.1861900865347,899.9738099134652,4
ORD00092,South,Furniture,Watch,2025-11-08,2664.0,2320.296046468362,343.70395353163804,1
ORD00093,South,Accessories,Laptop,2025-02-08,3680.16,3136.1096764800504,544.0503235199494,5
ORD00094,North,Electronics,T-Shirt,2025-11-06,619.75,537.9799940572574,81.77000594274261,4
ORD00095,North,Electronics,Phone,2025-07-21,2848.28,2084.3681584537935,763.9118415462067,2
ORD00096,North,Furniture,Headphones,2025-01-31,2078.43,1796.9182925222105,281.5117074777893,4
ORD00097,West,Furniture,Phone,2025-05-04,2161.81,1290.3582799492194,871.4517200507805,2
ORD00098,East,Accessories,Laptop,2025-05-07,4586.05,2932.8657725762982,1653.184227423702,5
ORD00099,North,Electronics,T-Shirt,2025-04-04,1427.52,905.8125617734015,521.7074382265985,1
ORD00100,North,Clothing,Desk,2025-03-13,4470.24,3705.4781618922343,764.7618381077655,3
ORD00101,South,Clothing,Watch,2025-08-23,4817.05,3222.6899836356683,1594.3600163643318,2
ORD00102,West,Accessories,Desk,2025-02-03,1028.29,637.9730630818847,390.3169369181153,5
ORD00103,South,Clothing,Laptop,2025-12-29,914.84,678.0545963341447,236.78540366585537,5
ORD00104,South,Accessories,Watch,2025-09-11,3040.57,1752.992860940521,1287.5771390594791,5
ORD00105,South,Electronics,Laptop,2025-10-20,1469.77,898.3372949508688,571.4327050491312,2
ORD00106,South,Clothing,Watch,2025-05-23,3018.82,1913.734343956486,1105.085656043514,1
ORD00107,West,Clothing,Phone,2025-06-03,3622.93,3133.3013307459782,489.6286692540216,1
ORD00108,North,Clothing,Chair,2025-04-05,3860.14,3130.988918169451,729.1510818305487,5
ORD00109,South,Accessories,Phone,2025-10-10,4192.58,2876.0006292855314,1316.5793707144685,5
ORD00110,West,Clothing,Laptop,2025-09-20,1306.1,941.1603067528374,364.9396932471625,3
ORD00111,North,Clothing,T-Shirt,2025-03-26,2441.69,1573.0002191097956,868.6897808902045,3
ORD00112,West,Clothing,Laptop,2025-08-01,2352.46,1203.9485591071639,1148.5114408928362,1
ORD00113,West,Accessories,Chair,2025-05-03,893.33,570.5858509633516,322.7441490366484,1
ORD00114,East,Accessories,Shoes,2025-05-29,1715.79,1105.2595654405923,610.5304345594077,4
ORD00115,North,Electronics,T-Shirt,2025-03-22,3680.73,2311.2213948174312,1369.5086051825688,1
ORD00116,South,Accessories,Desk,2025-08-17,1419.18,984.1871924962437,434.99280750375635,1
ORD00117,West,Clothing,Desk,2025-12-26,804.85,571.1627404140578,233.68725958594223,5
ORD00118,West,Clothing,Watch,2025-09-11,2404.99,1761.5976179406562,643.3923820593436,3
ORD00119,South,Electronics,Desk,2025-06-13,2279.95,1564.807900609181,715.1420993908189,3
ORD00120,North,Electronics,Headphones,2025-07-25,4121.9,2335.9198364186527,1785.980163581347,2
ORD00121,North,Clothing,Desk,2025-11-21,4664.39,2949.3715079474055,1715.0184920525949,4
ORD00122,North,Furniture,Headphones,2025-08-06,1152.9,890.1112299497624,262.78877005023764,4
ORD00123,North,Electronics,Chair,2025-02-10,4402.8,2358.317180816081,2044.4828191839192,2
ORD00124,North,Accessories,Desk,2025-07-11,1686.25,1026.238161192323,660.0118388076769,5
ORD00125,North,Accessories,Headphones,2025-05-02,1331.99,1174.1856300123397,157.80436998766027,4
ORD00126,North,Electronics,Shoes,2025-04-21,3313.44,2242.1351173791477,1071.3048826208524,4
ORD00127,North,Furniture,Desk,2025-04-30,4724.45,3474.0282620292883,1250.4217379707115,3
ORD00128,East,Furniture,Headphones,2025-06-13,933.54,677.9782152953354,255.56178470466455,3
ORD00129,South,Electronics,Shoes,2025-10-21,1125.98,730.7493906464312,395.23060935356887,2
ORD00130,West,Clothing,Shoes,2025-12-10,4268.6,2834.8040968064115,1433.7959031935889,2
ORD00131,South,Electronics,Watch,2025-05-31,1603.09,809.9835575776268,793.1064424223731,2
ORD00132,North,Clothing,Chair,2025-06-16,2277.94,1566.6826324651126,711.2573675348874,3
ORD00133,North,Clothing,Watch,2025-05-31,4195.92,2905.4664955033822,1290.4535044966178,3
ORD00134,East,Clothing,Shoes,2025-01-28,2310.56,1344.3085064391867,966.2514935608133,1
ORD00135,West,Electronics,Laptop,2025-11-30,1574.53,1231.1429865930438,343.38701340695616,2
ORD00136,East,Electronics,Headphones,2025-04-20,1748.41,1572.8125720747598,175.59742792524025,3
ORD00137,West,Electronics,T-Shirt,2025-10-12,674.15,542.0732981504386,132.07670184956135,1
ORD00138,South,Clothing,Headphones,2025-08-30,746.09,646.1411482496565,99.94885175034358,4
ORD00139,West,Clothing,Phone,2025-10-17,3051.04,2693.3470850991116,357.69291490088835,1
ORD00140,East,Clothing,Shoes,2025-12-09,3263.16,2310.416572498438,952.7434275015617,5
ORD00141,North,Accessories,Shoes,2025-01-02,510.28,293.08523191619446,217.1947680838055,2
ORD00142,South,Electronics,Shoes,2025-12-20,2004.8,1228.686421509261,776.113578490739,4
ORD00143,North,Accessories,Watch,2025-05-07,3039.56,1744.4477999524822,1295.1122000475177,4
ORD00144,South,Accessories,Watch,2025-03-19,4162.48,3723.0460719972093,439.43392800279025,3
ORD00145,North,Clothing,Shoes,2025-12-22,4015.69,3419.5558029036383,596.1341970963617,3
ORD00146,West,Clothing,Shoes,2025-01-15,2344.15,1457.1231552364009,887.0268447635992,1
ORD00147,South,Accessories,Chair,2025-01-15,4284.01,3477.8819307152107,806.1280692847895,1
ORD00148,East,Electronics,Watch,2025-03-01,2289.04,1581.9812255411166,707.0587744588834,3
ORD00149,North,Electronics,Shoes,2025-09-27,3914.88,3246.8270840710265,668.0529159289736,3
ORD00150,East,Clothing,T-Shirt,2025-07-19,3321.31,2254.5172926929895,1066.7927073070105,4
ORD00151,North,Accessories,Shoes,2025-06-05,3930.32,2512.5559957993287,1417.7640042006715,2
ORD00152,South,Clothing,Desk,2025-11-19,4393.9,3694.8802621638006,699.019737836199,4
ORD00153,West,Electronics,Desk,2025-12-13,2188.14,1338.7076201187137,849.4323798812861,2
ORD00154,West,Electronics,Watch,2025-12-27,639.09,332.92355283726215,306.1664471627379,3
ORD00155,West,Electronics,Shoes,2025-03-21,3725.62,2399.101597024727,1326.5184029752727,1
ORD00156,North,Electronics,Phone,2025-03-20,3325.65,1713.816003552481,1611.833996447519,3
ORD00157,West,Clothing,Phone,2025-02-23,4378.6,3183.3720912658223,1195.227908734178,4
ORD00158,South,Accessories,Watch,2025-07-11,995.47,823.094047965418,172.37595203458204,1
ORD00159,West,Electronics,Chair,2025-06-10,2135.52,1754.085495135966,381.4345048640339,1
ORD00160,South,Furniture,T-Shirt,2025-06-12,2106.77,1324.5651192991986,782.2048807008014,3
ORD00161,North,Clothing,Phone,2025-10-15,657.65,366.6006708741363,291.04932912586366,1
ORD00162,West,Furniture,Laptop,2025-04-28,2786.59,2359.0633140699183,427.52668593008184,5
ORD00163,North,Furniture,Desk,2025-12-11,4530.36,2933.2681868426407,1597.091813157359,1
ORD00164,North,Clothing,Chair,2025-06-16,3965.28,2514.3655009819304,1450.9144990180698,4
ORD00165,West,Electronics,Desk,2025-06-25,4124.29,3271.5978190919654,852.6921809080345,2
ORD00166,South,Clothing,T-Shirt,2025-11-21,600.6,309.07027780285244,291.5297221971476,1
ORD00167,North,Furniture,Desk,2025-08-16,3835.49,3042.0281436756227,793.4618563243771,3
ORD00168,North,Furniture,Desk,2025-02-19,4677.43,3905.7830241125193,771.646975887481,4
ORD00169,South,Clothing,T-Shirt,2025-01-05,3436.96,2694.9863450981807,741.9736549018194,4
ORD00170,East,Furniture,Watch,2025-06-03,643.63,502.381483491746,141.248516508254,2
ORD00171,West,Accessories,Headphones,2025-12-20,4819.73,4100.056941833745,719.6730581662541,3
ORD00172,South,Clothing,Chair,2025-02-18,3316.58,2264.8019097771526,1051.7780902228474,4
ORD00173,East,Clothing,Chair,2025-12-16,3927.24,2994.805373580849,932.4346264191508,1
ORD00174,East,Furniture,Chair,2025-08-08,4853.46,2488.211555257306,2365.248444742694,2
ORD00175,East,Clothing,Desk,2025-06-19,1843.61,1616.3348950669804,227.27510493301952,4
ORD00176,North,Furniture,Desk,2025-10-02,4045.42,2718.072717698899,1327.3472823011011,5
ORD00177,North,Electronics,Phone,2025-02-11,1594.76,875.2939537860066,719.4660462139934,5
ORD00178,West,Clothing,Shoes,2025-11-30,2995.68,2160.0267496209103,835.6532503790895,3
ORD00179,West,Accessories,Watch,2025-07-28,2600.64,1574.1996777042198,1026.44032229578,1
ORD00180,North,Clothing,Watch,2025-04-21,4793.65,3281.0384212306135,1512.6115787693861,2
ORD00181,East,Furniture,Chair,2025-04-10,2089.82,1348.2780039582983,741.5419960417019,1
ORD00182,West,Accessories,Phone,2025-02-27,4744.31,4165.082566854081,579.2274331459193,3
ORD00183,South,Accessories,Shoes,2025-12-11,576.46,340.2347357560097,236.22526424399035,5
ORD00184,East,Accessories,Phone,2025-10-09,4439.57,3025.9928241487937,1413.577175851206,1
ORD00185,West,Furniture,Headphones,2025-05-05,1734.01,948.1362162304129,785.8737837695871,1
ORD00186,North,Accessories,Headphones,2025-01-09,4786.71,3941.61848384708,845.0915161529201,3
ORD00187,North,Electronics,Headphones,2025-12-31,1749.69,1376.3197254868905,373.3702745131095,4
ORD00188,East,Electronics,Shoes,2025-07-21,4455.82,3488.727642708865,967.0923572911347,1
ORD00189,West,Accessories,Laptop,2025-09-01,4853.13,3703.2632392045366,1149.8667607954635,4
ORD00190,East,Clothing,T-Shirt,2025-06-07,3940.96,2137.6638159061627,1803.2961840938374,1
ORD00191,West,Electronics,Laptop,2025-12-29,4009.97,3275.7719235513064,734.1980764486934,4
ORD00192,South,Clothing,T-Shirt,2025-09-02,3008.61,1703.7424464975854,1304.8675535024147,5
ORD00193,East,Clothing,Phone,2025-02-26,1357.53,845.1269745149294,512.4030254850705,3
ORD00194,West,Clothing,Watch,2025-01-28,2600.82,1575.3977980617547,1025.4222019382455,5
ORD00195,East,Electronics,Chair,2025-06-26,4572.63,3097.675703266766,1474.954296733234,4
ORD00196,South,Clothing,Desk,2025-10-27,2573.03,2166.2052803645865,406.82471963541366,4
ORD00197,East,Electronics,Phone,2025-01-18,2531.62,2019.5526590882162,512.0673409117837,5
ORD00198,North,Electronics,Shoes,2025-07-13,1489.26,1109.0050860687174,380.25491393128254,2
ORD00199,East,Electronics,Phone,2025-07-03,4753.56,2928.357290661192,1825.2027093388083,2
ORD00200,West,Electronics,Phone,2025-10-24,567.57,483.37494950269905,84.195050497301,4
ORD00201,South,Electronics,Phone,2025-10-15,1108.03,718.2597363869049,389.77026361309504,2
ORD00202,South,Furniture,T-Shirt,2025-07-18,3175.9,2380.845168259827,795.0548317401731,1
ORD00203,West,Clothing,T-Shirt,2025-12-29,1276.75,1097.3475720252306,179.40242797476935,2
ORD00204,East,Electronics,Chair,2025-10-17,696.06,538.4834493999834,157.5765506000165,1
ORD00205,South,Accessories,Phone,2025-02-09,2976.99,2483.9602316223577,493.0297683776421,4
ORD00206,South,Furniture,Laptop,2025-04-25,1112.94,722.9560373621788,389.98396263782126,1
ORD00207,North,Electronics,T-Shirt,2025-10-31,4107.49,3638.353222908962,469.13677709103786,1
ORD00208,West,Electronics,Chair,2025-03-22,2568.67,1559.2953478888446,1009.3746521111555,2
ORD00209,South,Electronics,Chair,2025-01-25,3886.3,3380.3680440089925,505.9319559910077,4
ORD00210,West,Accessories,T-Shirt,2025-10-08,1443.16,866.921838952747,576.2381610472531,1
ORD00211,West,Clothing,Shoes,2025-12-06,3960.31,2960.350383117791,999.959616882209,4
ORD00212,East,Electronics,Watch,2025-04-16,2036.29,1570.867969868168,465.4220301318319,4
ORD00213,West,Furniture,Watch,2025-04-01,1372.26,871.2135842116369,501.0464157883631,1
ORD00214,West,Clothing,Shoes,2025-10-06,3459.47,2178.3889932429115,1281.0810067570883,3
ORD00215,South,Accessories,Desk,2025-03-22,3251.6,2718.3439673123326,533.2560326876674,5
ORD00216,North,Clothing,Watch,2025-10-07,2438.94,1829.1703214036804,609.7696785963196,5
ORD00217,West,Clothing,Headphones,2025-03-02,4890.52,3923.1250482872383,967.3949517127621,1
ORD00218,South,Furniture,Watch,2025-01-20,1426.27,1083.9898783448386,342.28012165516134,2
ORD00219,East,Electronics,Phone,2025-01-03,2027.11,1681.9172385376924,345.19276146230754,2
ORD00220,West,Accessories,Shoes,2025-10-05,4849.92,3527.0739293620104,1322.8460706379897,2
ORD00221,West,Clothing,Chair,2025-12-26,4547.26,3207.963380797634,1339.2966192023664,3
ORD00222,West,Clothing,Headphones,2025-01-12,736.61,465.70903310180796,270.90096689819205,3
ORD00223,East,Accessories,Watch,2025-11-02,527.98,462.3479463254792,65.63205367452082,4
ORD00224,East,Furniture,Headphones,2025-05-18,1608.09,936.1333676971748,671.9566323028251,4
ORD00225,North,Furniture,T-Shirt,2025-11-18,2092.74,1420.8209081959963,671.9190918040035,5
ORD00226,West,Clothing,T-Shirt,2025-02-27,4315.21,3360.326566603991,954.883433396009,5
ORD00227,North,Clothing,Headphones,2025-07-06,4302.15,2539.8278746787046,1762.322125321295,1
ORD00228,West,Electronics,Shoes,2025-10-02,907.81,467.20066778578104,440.6093322142189,3
ORD00229,East,Clothing,Watch,2025-08-29,4587.61,3009.396047815529,1578.2139521844706,1
ORD00230,North,Clothing,Laptop,2025-04-03,2683.17,1578.4882074351935,1104.6817925648065,4
ORD00231,North,Accessories,Phone,2025-03-09,4228.37,2735.3588754200314,1493.0111245799685,3
ORD00232,North,Furniture,Phone,2025-05-09,3440.36,2212.020078857216,1228.339921142784,1
ORD00233,South,Electronics,Desk,2025-05-26,3539.34,1884.6263439243637,1654.7136560756364,4
ORD00234,South,Furniture,Desk,2025-09-06,4875.83,2775.842175400309,2099.987824599691,5
ORD00235,North,Accessories,Headphones,2025-11-14,2204.38,1353.3653843073623,851.0146156926378,4
ORD00236,West,Accessories,Phone,2025-10-31,1623.86,961.1715660767934,662.6884339232065,5
ORD00237,South,Accessories,Phone,2025-11-03,4819.55,3360.0239423776384,1459.5260576223618,3
ORD00238,North,Electronics,Laptop,2025-02-27,2311.91,1519.3546723623774,792.5553276376224,2
ORD00239,North,Furniture,Watch,2025-08-14,1612.69,1269.5607362021778,343.1292637978222,1
ORD00240,North,Furniture,Laptop,2025-12-19,4735.93,3217.7887281210456,1518.1412718789547,1
ORD00241,East,Furniture,Desk,2025-07-28,1561.21,1324.7308610308098,236.47913896919022,1
ORD00242,East,Accessories,Phone,2025-08-05,2873.56,2122.301028606178,751.2589713938219,2
ORD00243,East,Furniture,Laptop,2025-01-06,4420.97,3402.2652764920012,1018.704723507999,4
ORD00244,East,Electronics,Desk,2025-06-28,4197.74,2174.4957850318697,2023.24421496813,5
ORD00245,South,Furniture,Shoes,2025-01-16,4290.74,3199.4716401258947,1091.268359874105,5
ORD00246,East,Accessories,Phone,2025-03-29,3175.1,2195.1572640117306,979.9427359882693,2
ORD00247,North,Accessories,Watch,2025-10-18,4603.51,2884.3487495169934,1719.1612504830068,5
ORD00248,East,Electronics,Headphones,2025-09-28,3880.05,3117.4256254995726,762.6243745004276,4
ORD00249,South,Furniture,Chair,2025-04-17,955.32,674.9014648057748,280.4185351942252,2
ORD00250,East,Clothing,T-Shirt,2025-05-05,2345.25,1981.3315920799625,363.91840792003745,3
ORD00251,East,Accessories,Headphones,2025-09-05,3797.45,2905.256467231671,892.1935327683286,2
ORD00252,North,Accessories,Chair,2025-02-25,4505.87,2459.058242422974,2046.8117575770257,5
ORD00253,West,Clothing,Watch,2025-02-15,3125.21,2715.8790604640185,409.33093953598154,3
ORD00254,West,Clothing,Headphones,2025-09-24,4794.5,3926.1541029558257,868.3458970441743,5
ORD00255,South,Clothing,T-Shirt,2025-10-14,4853.75,2645.3715772957635,2208.3784227042365,3
ORD00256,East,Furniture,Watch,2025-12-07,4694.4,3601.5461123044097,1092.85388769559,4
ORD00257,West,Furniture,Watch,2025-06-04,1591.01,1224.395461289046,366.6145387109541,2
ORD00258,West,Accessories,Shoes,2025-04-09,4526.95,3627.362378820551,899.5876211794489,5
ORD00259,North,Electronics,Chair,2025-01-08,2541.77,1292.893538637615,1248.876461362385,1
ORD00260,South,Clothing,T-Shirt,2025-12-13,2452.74,1572.2706364206879,880.4693635793119,2
ORD00261,North,Clothing,Phone,2025-11-03,679.61,608.0008233726237,71.60917662737631,2
ORD00262,South,Electronics,Watch,2025-10-17,2219.49,1155.1347251112684,1064.3552748887314,1
ORD00263,South,Accessories,Shoes,2025-05-22,4201.47,2257.3614077245747,1944.1085922754255,3
ORD00264,South,Clothing,Laptop,2025-11-18,4662.51,4022.9245924590364,639.5854075409638,5
ORD00265,South,Furniture,Desk,2025-11-04,3829.65,3045.787644182508,783.8623558174922,3
ORD00266,West,Accessories,Headphones,2025-10-10,3553.39,2428.1706969243514,1125.2193030756484,4
ORD00267,West,Furniture,Watch,2025-11-22,2394.86,1696.7729617604261,698.087038239574,1
ORD00268,South,Accessories,T-Shirt,2025-10-03,2517.0,1601.088852904104,915.911147095896,5
ORD00269,North,Electronics,Watch,2025-04-07,2919.05,2437.3687522416812,481.68124775831893,1
ORD00270,East,Electronics,Chair,2025-11-18,4444.78,2364.0827832942077,2080.697216705792,5
ORD00271,West,Electronics,Phone,2025-09-16,557.32,448.8139507686916,108.50604923130845,4
ORD00272,East,Furniture,Phone,2025-06-28,2445.08,1693.0858804783445,751.9941195216554,5
ORD00273,South,Electronics,Chair,2025-03-17,2738.62,1748.2301849725295,990.3898150274704,3
ORD00274,West,Accessories,Laptop,2025-08-02,4582.69,2583.589141534713,1999.1008584652868,5
ORD00275,North,Furniture,Headphones,2025-03-22,3454.14,3031.114320169471,423.02567983052904,4
ORD00276,North,Furniture,Shoes,2025-03-09,2842.22,1693.159619888667,1149.0603801113327,2
ORD00277,West,Accessories,T-Shirt,2025-07-22,1968.06,1364.429959581479,603.630040418521,2
ORD00278,South,Furniture,T-Shirt,2025-01-06,1889.38,1428.1604955419928,461.21950445800735,2
ORD00279,West,Electronics,Headphones,2025-10-27,3685.04,3294.5497924343417,390.49020756565824,1
ORD00280,North,Electronics,Shoes,2025-02-26,2585.11,1352.9296274067788,1232.1803725932214,1
ORD00281,North,Accessories,Chair,2025-07-11,1157.16,872.0750292959278,285.08497070407225,4
ORD00282,North,Accessories,Laptop,2025-12-31,3609.12,2305.716714748641,1303.4032852513587,1
ORD00283,East,Accessories,Desk,2025-12-01,868.52,606.2407283313253,262.2792716686747,4
ORD00284,East,Electronics,Chair,2025-06-16,3379.96,2365.885401952082,1014.0745980479182,1
ORD00285,West,Furniture,Shoes,2025-03-07,4115.46,3483.8622074637233,631.5977925362768,5
ORD00286,North,Furniture,Headphones,2025-01-07,2647.77,1746.020100542542,901.749899457458,3
ORD00287,North,Electronics,Headphones,2025-03-18,2640.16,1331.8666087342626,1308.2933912657372,2
ORD00288,East,Furniture,Laptop,2025-05-29,3406.09,2873.259125642982,532.8308743570183,2
